DEDICATION TO THE ENGLISH NATION.txt /Users/Sean/Documents/College/Research/Thomas Paine/Test Files/Junius/DEDICATION TO THE ENGLISH NATION.txt
Canonicizers: none
LETTER IX.txt /Users/Sean/Documents/College/Research/Thomas Paine/Test Files/Junius/LETTER IX.txt
Canonicizers: none
EventDriver: Lexical Frequencies 
Analysis: WEKA SMO r : Polynomial, c : 1, e : 1, f : false, v : -1, g : 0.01, n : normalize, o : false 
1. Burke 0.06878306878306878
2. Wilkes 0.06613756613756613
2. Francis 0.06613756613756613
4. Witherspoon 0.06349206349206349
5. Paine 0.0582010582010582
6. Price 0.05555555555555555
6. Lafayette 0.05555555555555555
8. Macauley 0.05291005291005291
9. Hopkinson 0.05026455026455026
10. Wollstonecraft 0.04497354497354497
10. Jefferson 0.04497354497354497
10. Priestley 0.04497354497354497
13. Moore 0.03968253968253968
13. Dickinson 0.03968253968253968
15. Benezet 0.037037037037037035
16. Cartwright 0.031746031746031744
17. Burgh 0.026455026455026454
17. Franklin 0.026455026455026454
19. Mackintosh 0.021164021164021163
20. Spence 0.018518518518518517
20. Adams 0.018518518518518517
20. Cassandra 0.018518518518518517
23. Rush 0.015873015873015872
24. Woolman 0.013227513227513227
25. Hopkins 0.007936507936507936
25. Wesley 0.007936507936507936
27. Ogilvie 0.005291005291005291


LETTER V.txt /Users/Sean/Documents/College/Research/Thomas Paine/Test Files/Junius/LETTER V.txt
Canonicizers: none
EventDriver: Lexical Frequencies 
Analysis: WEKA SMO r : Polynomial, c : 1, e : 1, f : false, v : -1, g : 0.01, n : normalize, o : false 
1. Burgh 0.07142857142857142
2. Francis 0.06878306878306878
3. Paine 0.06084656084656084
3. Moore 0.06084656084656084
5. Spence 0.0582010582010582
6. Burke 0.05291005291005291
7. Wollstonecraft 0.05026455026455026
7. Lafayette 0.05026455026455026
7. Hopkinson 0.05026455026455026
10. Wilkes 0.047619047619047616
10. Witherspoon 0.047619047619047616
10. Wesley 0.047619047619047616
13. Cassandra 0.04497354497354497
13. Franklin 0.04497354497354497
15. Adams 0.037037037037037035
16. Jefferson 0.031746031746031744
17. Cartwright 0.0291005291005291
18. Price 0.021164021164021163
18. Macauley 0.021164021164021163
18. Priestley 0.021164021164021163
18. Dickinson 0.021164021164021163
22. Benezet 0.018518518518518517
23. Rush 0.015873015873015872
24. Mackintosh 0.010582010582010581
25. Ogilvie 0.007936507936507936
26. Woolman 0.005291005291005291
27. Hopkins 0.0026455026455026454


LETTER VII.txt /Users/Sean/Documents/College/Research/Thomas Paine/Test Files/Junius/LETTER VII.txt
Canonicizers: none
EventDriver: Lexical Frequencies 
Analysis: WEKA SMO r : Polynomial, c : 1, e : 1, f : false, v : -1, g : 0.01, n : normalize, o : false 
1. Francis 0.07142857142857142
2. Burke 0.06878306878306878
3. Paine 0.06349206349206349
3. Wilkes 0.06349206349206349
5. Witherspoon 0.05555555555555555
5. Burgh 0.05555555555555555
7. Lafayette 0.05291005291005291
8. Priestley 0.05026455026455026
9. Adams 0.047619047619047616
9. Cartwright 0.047619047619047616
11. Hopkinson 0.04497354497354497
11. Wesley 0.04497354497354497
13. Moore 0.03968253968253968
14. Price 0.037037037037037035
14. Spence 0.037037037037037035
16. Franklin 0.03439153439153439
17. Cassandra 0.031746031746031744
18. Wollstonecraft 0.0291005291005291
19. Jefferson 0.023809523809523808
19. Rush 0.023809523809523808
21. Dickinson 0.021164021164021163
22. Mackintosh 0.015873015873015872
23. Macauley 0.013227513227513227
24. Benezet 0.010582010582010581
25. Hopkins 0.007936507936507936
26. Ogilvie 0.005291005291005291
27. Woolman 0.0026455026455026454


Letter VIII.txt /Users/Sean/Documents/College/Research/Thomas Paine/Test Files/Junius/Letter VIII.txt
Canonicizers: none
EventDriver: Lexical Frequencies 
Analysis: WEKA SMO r : Polynomial, c : 1, e : 1, f : false, v : -1, g : 0.01, n : normalize, o : false 
1. Witherspoon 0.07142857142857142
2. Paine 0.06878306878306878
3. Price 0.06613756613756613
4. Burgh 0.06084656084656084
5. Franklin 0.0582010582010582
6. Francis 0.05555555555555555
7. Wilkes 0.05291005291005291
7. Adams 0.05291005291005291
9. Priestley 0.047619047619047616
9. Cartwright 0.047619047619047616
11. Jefferson 0.042328042328042326
12. Moore 0.03968253968253968
13. Spence 0.037037037037037035
14. Wollstonecraft 0.03439153439153439
14. Burke 0.03439153439153439
14. Mackintosh 0.03439153439153439
14. Hopkinson 0.03439153439153439
18. Dickinson 0.0291005291005291
19. Wesley 0.026455026455026454
20. Lafayette 0.023809523809523808
20. Macauley 0.023809523809523808
22. Benezet 0.015873015873015872
23. Rush 0.013227513227513227
24. Hopkins 0.010582010582010581
24. Cassandra 0.010582010582010581
26. Ogilvie 0.005291005291005291
27. Woolman 0.0026455026455026454


LETTER XII and XIII.txt /Users/Sean/Documents/College/Research/Thomas Paine/Test Files/Junius/LETTER XII and XIII.txt
Canonicizers: none
EventDriver: Lexical Frequencies 
Analysis: WEKA SMO r : Polynomial, c : 1, e : 1, f : false, v : -1, g : 0.01, n : normalize, o : false 
1. Hopkinson 0.07142857142857142
2. Wilkes 0.06878306878306878
3. Paine 0.06613756613756613
4. Francis 0.06349206349206349
5. Burke 0.0582010582010582
6. Lafayette 0.05555555555555555
6. Witherspoon 0.05555555555555555
8. Burgh 0.05291005291005291
8. Moore 0.05291005291005291
10. Adams 0.05026455026455026
11. Priestley 0.04497354497354497
12. Cartwright 0.042328042328042326
13. Macauley 0.037037037037037035
13. Rush 0.037037037037037035
15. Jefferson 0.03439153439153439
16. Spence 0.0291005291005291
17. Franklin 0.026455026455026454
18. Benezet 0.023809523809523808
18. Price 0.023809523809523808
20. Wollstonecraft 0.021164021164021163
20. Cassandra 0.021164021164021163
22. Dickinson 0.018518518518518517
23. Mackintosh 0.013227513227513227
23. Wesley 0.013227513227513227
25. Ogilvie 0.010582010582010581
26. Woolman 0.005291005291005291
27. Hopkins 0.0026455026455026454


Letter XIV and XV.txt /Users/Sean/Documents/College/Research/Thomas Paine/Test Files/Junius/Letter XIV and XV.txt
Canonicizers: none
EventDriver: Lexical Frequencies 
Analysis: WEKA SMO r : Polynomial, c : 1, e : 1, f : false, v : -1, g : 0.01, n : normalize, o : false 
1. Wilkes 0.06878306878306878
2. Paine 0.06613756613756613
2. Hopkinson 0.06613756613756613
4. Priestley 0.06349206349206349
5. Mackintosh 0.06084656084656084
5. Moore 0.06084656084656084
7. Macauley 0.05291005291005291
7. Jefferson 0.05291005291005291
9. Adams 0.05026455026455026
9. Burke 0.05026455026455026
11. Cartwright 0.042328042328042326
12. Price 0.03968253968253968
12. Burgh 0.03968253968253968
12. Francis 0.03968253968253968
15. Witherspoon 0.03439153439153439
16. Spence 0.031746031746031744
17. Wollstonecraft 0.026455026455026454
17. Lafayette 0.026455026455026454
19. Ogilvie 0.023809523809523808
19. Franklin 0.023809523809523808
21. Rush 0.021164021164021163
22. Dickinson 0.018518518518518517
23. Benezet 0.013227513227513227
24. Cassandra 0.010582010582010581
25. Wesley 0.007936507936507936
26. Hopkins 0.005291005291005291
27. Woolman 0.0026455026455026454


Letter XIX.txt /Users/Sean/Documents/College/Research/Thomas Paine/Test Files/Junius/Letter XIX.txt
Canonicizers: none
EventDriver: Lexical Frequencies 
Analysis: WEKA SMO r : Polynomial, c : 1, e : 1, f : false, v : -1, g : 0.01, n : normalize, o : false 
1. Witherspoon 0.06878306878306878
1. Burke 0.06878306878306878
3. Macauley 0.06084656084656084
3. Priestley 0.06084656084656084
3. Mackintosh 0.06084656084656084
6. Burgh 0.0582010582010582
7. Wilkes 0.05291005291005291
7. Adams 0.05291005291005291
9. Paine 0.05026455026455026
9. Lafayette 0.05026455026455026
11. Price 0.042328042328042326
11. Cartwright 0.042328042328042326
13. Dickinson 0.03968253968253968
14. Moore 0.037037037037037035
15. Ogilvie 0.03439153439153439
16. Hopkinson 0.031746031746031744
17. Spence 0.0291005291005291
17. Jefferson 0.0291005291005291
17. Francis 0.0291005291005291
20. Franklin 0.026455026455026454
21. Rush 0.018518518518518517
22. Benezet 0.015873015873015872
23. Wollstonecraft 0.013227513227513227
24. Hopkins 0.010582010582010581
25. Wesley 0.007936507936507936
26. Cassandra 0.005291005291005291
27. Woolman 0.0026455026455026454


Letter XVI.txt /Users/Sean/Documents/College/Research/Thomas Paine/Test Files/Junius/Letter XVI.txt
Canonicizers: none
EventDriver: Lexical Frequencies 
Analysis: WEKA SMO r : Polynomial, c : 1, e : 1, f : false, v : -1, g : 0.01, n : normalize, o : false 
1. Priestley 0.07142857142857142
2. Price 0.06878306878306878
3. Paine 0.06084656084656084
3. Adams 0.06084656084656084
3. Witherspoon 0.06084656084656084
6. Burke 0.0582010582010582
6. Mackintosh 0.0582010582010582
8. Cartwright 0.05555555555555555
9. Jefferson 0.05291005291005291
10. Burgh 0.047619047619047616
11. Wilkes 0.042328042328042326
11. Franklin 0.042328042328042326
13. Hopkinson 0.03968253968253968
14. Dickinson 0.037037037037037035
15. Ogilvie 0.03439153439153439
16. Wollstonecraft 0.0291005291005291
16. Macauley 0.0291005291005291
18. Benezet 0.026455026455026454
18. Francis 0.026455026455026454
20. Moore 0.021164021164021163
21. Spence 0.015873015873015872
21. Lafayette 0.015873015873015872
21. Wesley 0.015873015873015872
24. Rush 0.013227513227513227
25. Hopkins 0.007936507936507936
26. Cassandra 0.005291005291005291
27. Woolman 0.0026455026455026454


Letters XVII and XVIII.txt /Users/Sean/Documents/College/Research/Thomas Paine/Test Files/Junius/Letters XVII and XVIII.txt
Canonicizers: none
EventDriver: Lexical Frequencies 
Analysis: WEKA SMO r : Polynomial, c : 1, e : 1, f : false, v : -1, g : 0.01, n : normalize, o : false 
1. Priestley 0.07142857142857142
2. Paine 0.06878306878306878
3. Burgh 0.06613756613756613
4. Adams 0.06349206349206349
5. Burke 0.06084656084656084
6. Witherspoon 0.05555555555555555
7. Hopkinson 0.05291005291005291
7. Cartwright 0.05291005291005291
9. Price 0.05026455026455026
9. Wilkes 0.05026455026455026
11. Moore 0.04497354497354497
12. Francis 0.042328042328042326
13. Franklin 0.03968253968253968
14. Mackintosh 0.037037037037037035
15. Macauley 0.031746031746031744
16. Jefferson 0.0291005291005291
16. Dickinson 0.0291005291005291
18. Spence 0.026455026455026454
18. Wesley 0.026455026455026454
20. Wollstonecraft 0.018518518518518517
20. Lafayette 0.018518518518518517
20. Cassandra 0.018518518518518517
23. Rush 0.015873015873015872
24. Benezet 0.013227513227513227
25. Ogilvie 0.007936507936507936
26. Hopkins 0.005291005291005291
27. Woolman 0.0026455026455026454


Letters XX and XXI.txt /Users/Sean/Documents/College/Research/Thomas Paine/Test Files/Junius/Letters XX and XXI.txt
Canonicizers: none
EventDriver: Lexical Frequencies 
Analysis: WEKA SMO r : Polynomial, c : 1, e : 1, f : false, v : -1, g : 0.01, n : normalize, o : false 
1. Priestley 0.07142857142857142
2. Burke 0.06878306878306878
3. Witherspoon 0.06613756613756613
4. Price 0.06349206349206349
5. Cartwright 0.0582010582010582
6. Paine 0.05555555555555555
6. Moore 0.05555555555555555
8. Franklin 0.05291005291005291
9. Burgh 0.05026455026455026
10. Wilkes 0.04497354497354497
11. Jefferson 0.042328042328042326
12. Lafayette 0.03968253968253968
12. Hopkinson 0.03968253968253968
14. Dickinson 0.037037037037037035
15. Adams 0.03439153439153439
16. Benezet 0.031746031746031744
17. Wollstonecraft 0.0291005291005291
17. Macauley 0.0291005291005291
17. Rush 0.0291005291005291
20. Francis 0.021164021164021163
21. Spence 0.018518518518518517
21. Mackintosh 0.018518518518518517
23. Wesley 0.015873015873015872
24. Hopkins 0.010582010582010581
25. Cassandra 0.007936507936507936
26. Ogilvie 0.005291005291005291
27. Woolman 0.0026455026455026454


